PIBR01L;DGCL;RLGCL;IPCA;Juros;TCR;DPJx13
11.6693038081247;9.82454064914443;9.97982658184766;0.245938152681429;1.261765799;0.3523;32.232577443426
11.6625319647943;9.81635231425092;9.95419117527993;0.199773660765123;1.416032185;1.7852;32.8221733481836
11.6685335319948;9.857184702743;9.94408957271971;0.533107305744756;1.206295041;-3.0454;32.829408261671
11.6903614883041;9.85708455922259;9.95241207491656;0.742017277815871;1.291157346;-1.3548;32.2796695547623
11.7065396656787;9.86769261410181;9.98620660755335;0.263801820300887;1.005525007;6.6677;31.9766027489988
11.7084661246824;9.83767252112219;9.96102419552511;0.689408900840033;0.039233287;9.0203;31.6887596075636
11.7205963915533;9.89726715629444;10.0261636271469;1.34383032003072;1.213657017;6.9807;31.2442597554801
11.7324018660629;9.89014432496689;10.002692151414;0.854741100321401;1.849614699;5.6433;31.1632879504203
11.7340993689126;9.88008360803409;10.1205040964875;0.839733872724092;0.480282085;6.8655;30.9569740269285
11.7547813082757;9.92746918404019;10.0744087516495;1.2990047844343;1.911263987;12.5977;30.4811163526639
11.7592123661147;9.9382011347266;10.0725963719068;2.96408927740411;0.210860593;-8.7866;29.5116162646936
11.7430386117473;9.91416945544673;10.0683439666223;1.9246032770797;0.344847345;-0.9202;29.501174083918
11.7546794735413;9.92010816859673;10.0951162643548;1.97590316204957;2.047930485;-6.8503;29.1498020268568
11.7892163322679;9.92031381524027;10.107236677925;1.40972880817445;1.297797523;3.6079;28.0974514363401
11.7881324999779;9.88032076418187;10.0458480538358;1.16309063524918;1.375689564;-4.6003;28.1603178902047
11.8114570776214;9.92360686292554;10.1437736090543;0.912013534932498;0.686792974;-10.5889;27.4124038976817
11.7918927596739;9.94506588797054;10.1354263887025;0.663756892700893;1.959782862;-5.9476;28.2808164162671
11.7824889378849;9.98062133272277;10.0468557681463;0.119388813725407;1.640349144;-2.205;28.9704067489603
11.8210923486884;9.97934808399583;10.13447300081;0.353867244364887;2.563543536;-0.2056;28.4604968239355
11.8190182935224;9.99001584915425;10.1399424269565;0.544735670666128;2.074355833;4.2984;28.9274919612984
11.8671718359486;9.98400557931681;10.1060074070073;0.899731294789895;1.507029149;-3.0926;27.7137241241694
11.8678788073837;10.0320892110741;10.1803703193816;0.27902838123025;0.973652416;-2.4884;27.8604807951821
11.8450079860807;10.016707377012;10.1969159557496;0.284140092768838;1.30094409;1.2111;28.7623039322366
11.8689970788521;10.060533716888;10.1551099220882;0.344686587703247;0.9945237;-0.235;28.246125197965
11.9370434820776;10.0353769414028;10.1888255805256;0.485938910855746;1.330882999;-2.77;26.5851351829523
11.9318808556261;10.0635118667001;10.2568358166173;0.449713070130282;1.097537688;2.6801;26.8621561404423
11.9757706090457;10.1131941051751;10.2896167658244;0.403086408613474;1.011591264;-0.6793;25.834532756377
11.9750310941025;10.1446742957891;10.2122779841405;0.312006811680546;1.040385395;-0.0288;26.0301560232444
11.9829016264986;10.1069878375727;10.2781583209756;0.563681414816391;0.910893891;6.7699;25.886653568438
12.0182677092982;10.129553242473;10.349396302326;0.979316571827423;0.918820388;0.5329;24.934980689945
12.0349073888535;10.1459305245173;10.3013828761353;1.06388100621229;1.092982721;-3.9788;24.5051309386655
12.0309885699245;10.1454729350585;10.3053926791151;0.894719631674155;1.294504536;-1.7399;24.6725147097719
12.0294607528901;10.1645396000736;10.3306989521575;0.449736953378883;0.948516145;-3.833;24.804934880466
12.0214249248157;10.161029755317;10.293925108699;0.429031187084627;1.480111764;-1.2423;25.2446496387894
12.0444719655018;10.1716126529031;10.3199887720002;0.634171091845721;1.230690603;-2.9577;24.7911379157957
12.0717829137121;10.2119943264324;10.3985657777229;0.684763974413056;1.142170273;-3.6265;24.2008843994885
12.0593537871026;10.1890380765829;10.3523203893395;0.305975208933878;1.616440272;-1.289;24.7963602408385
12.0532463122148;10.2898196508795;10.3965984293913;0.429692098958088;1.371580871;-35.445;25.1629252466669
12.0911202140894;10.2492140776771;10.4187163442111;0.543072039475842;1.643253118;4.2886;24.4635576959271
12.1017341186993;10.2223279947534;10.4119266830994;0.811988103575599;1.44585557;-4.8299;24.3255962113609
12.0929965204213;10.2602591823617;10.3885609533181;0.543609461673694;1.859290727;-5.4562;24.8382852573661
12.110695066204;10.3000849843722;10.480695419333;0.249266555516765;2.30647825;-1.5324;24.8709396118523
12.108391435354;10.2547209403876;10.421116253281;0.403934045572236;1.812239506;-1.447;25.2495914372853
12.1354079716575;10.3189116219172;10.4604436741121;0.374725617523268;1.982361695;-0.2032;24.9454735632639
12.1314013661574;10.2764003023971;10.4053479360772;0.469739907220828;2.409907503;-1.9617;25.5077431409467
12.1278436228456;10.3133560001554;10.4428606579711;0.739021402167176;1.729197918;-2.1897;25.8277409392974
12.144988270056;10.3366539484449;10.4684305752202;0.494204009680004;1.519189454;-3.3388;25.6245688563305
12.1781902673969;10.3704683519592;10.5285067518612;0.184841796500599;1.129382649;2.5856;24.9933660175349
12.1873344397367;10.4198725143986;10.4354658113817;0.315994199680057;2.448589066;-0.3406;25.2896723058444
12.1640169915596;10.3514187634494;10.5005311353425;0.249657683990261;1.481073838;-5.1167;26.1780179907821
12.1817312672544;10.3187198343107;10.4932815174595;0.363060543141937;1.61423947;-0.3396;26.0093940974387
12.155948966508;10.3501287463774;10.5346509548823;0.151984892416688;1.865059723;-0.4234;27.1118965896104
12.2077488653177;10.4070843077229;10.5248036161184;0.153539854982063;0.640997065;2.6963;25.8479150003128
12.2110082201406;10.399195285863;10.5654129303499;0.059201228075413;2.138315954;3.6454;26.2696067606768
12.2305926162756;10.4169362445371;10.51949713531;0.343986855706359;1.362305136;-2.5234;26.0039475017395
12.2549424999065;10.4045895512045;10.592536613215;0.254729662755899;1.914456702;-1.3793;25.7660428671595
12.2407909655998;10.4967562639932;10.5922182030555;0.329747366790832;1.088939578;-0.1013;26.3135032320756
12.2580396303879;10.4526651254092;10.5699116832525;0.319035854309751;1.482871915;-1.8058;26.1431216973976
12.2733346230059;10.4578132762479;10.5419998164082;0.254247352693398;1.114629252;-0.0103;25.9529651186269
12.2928743647495;10.4712854296698;10.5836737499077;0.304912681182819;1.07259678;-0.7026;25.6263188928162
12.3172622274506;10.4141274302596;10.5859096366606;0.166003785709505;1.524982831;-0.666;25.3202652832535
12.2937141868868;10.4806025162792;10.6121172132872;0.279619061612215;1.047631746;-1.8856;26.0991938815488
12.3204204086596;10.5879120679375;10.6513108603174;0.303051768818099;1.596708405;0.1815;25.7275766278938
12.3121337325095;10.5118573568505;10.6392857619885;0.191974638119119;1.397708291;-2.3234;26.2313880008271
12.3448884787972;10.5258445023969;10.6738853540177;0.333458976266216;2.014277457;-2.1604;25.7855032522787
12.3513198079898;10.5346259032321;10.665419661158;0.549121048423102;1.06785348;-2.5984;25.7296595412966
12.3547281102955;10.5150073501749;10.6583096183841;0.394042377801781;1.517116534;-2.7937;25.9044868094355
12.3710437999699;10.5633585844398;10.6727112460612;0.674739201631455;0.96261543;3.7456;25.5391857945605
12.347639411099;10.5858086970483;10.6903994710982;0.299757506651717;1.234508098;-3.2925;26.3686806504932
12.3818329093613;10.5557219814315;10.7054203226165;0.289058465925588;1.364513812;-5.2712;25.7295396452686
12.3751201843299;10.5636946691319;10.7632953399581;0.324289956768931;0.894885678;-1.512;26.0140565141716
12.3896376564058;10.655927234973;10.7206176522855;0.564984409364687;0.893588441;0.1007;25.7111003419145
12.4122556252315;10.5839975421132;10.7808033031027;0.266003005945829;0.792128964;-0.704;25.2330393990535
12.4097304733061;10.5865235207458;10.760904562684;0.329575655563906;1.297384577;-2.8105;25.5100894360413
12.4060405126745;10.5582068592491;10.7686766275533;0.41304249562108;0.954720412;-0.7946;25.7056034858527
12.4369427814261;10.6075482793337;10.7722648905145;0.491951716301689;1.305119104;-1.0373;25.0963261952471
12.4407490359515;10.6094880476784;10.7830690126541;0.843380780871424;1.282195146;-1.6319;25.0794059527677
12.477400569398;10.6295592985607;10.8174349446531;1.0090565069647;0.993278341;-2.2525;24.1405032541587
12.505353193916;10.6908548474898;10.8608710545675;0.684106556411733;1.185993925;-1.6973;23.5618815411908
12.4836643519068;10.650093317087;10.8104448058252;0.484765998805352;0.681574644;0.6317;24.09785329292
12.4981499611983;10.6601532830065;10.8918837991299;0.379760635982031;0.502185;11.1731;23.7387652208689
12.5063021477242;10.6770970646861;10.8827196568878;0.439070351177898;0.444734298;18.9837;23.5107069981523
12.4665920429899;10.7377430564926;10.7388438838122;0.304322595496682;0.657789814;1.9403;24.5491156026591
12.4565887905649;10.7028793171205;10.7297707405374;0.105057937216726;2.030183594;4.2619;25.2680516994735
12.4778724854229;10.7711918227785;10.7261571511783;0.205983731491958;1.968853163;-3.671;25.1790938947976
12.4703421593601;10.7298920765876;10.7450044442882;0.389521095585208;1.049207052;0.1751;25.5334540169944
12.498354297119;10.6962067379176;10.8084081058955;0.133022575363408;1.755567074;0.0925;25.2108594459954
12.4931491187763;10.7571261410372;10.7738039905969;0.42193021301335;1.830310183;-4.8896;25.694883048264
12.5062874029297;10.7808283467231;10.8191384301186;0.52333211345006;1.415956258;-6.7394;25.5777358673995
12.5299112298041;10.7967566522621;10.7994227599033;0.629039347070732;1.28594129;-4.5397;25.1431735526997
12.5484020604143;10.782151372263;10.8318185156542;0.39418688782007;1.75149664;-1.662;25.0075241710182
12.5534309898005;10.8167957341479;10.9005208190292;0.354799302746317;1.513633955;-4.4535;25.1540216759076
12.5780027207028;10.8403641037112;10.7960588700568;0.359756295655335;1.632486641;-1.5494;24.8623528441527
12.594190033525;10.8263794808663;10.9350360156715;0.269077511476423;1.254263966;-4.6557;24.6839051813599
12.5988400541942;10.8404006336817;11.1196455955722;0.354343016895868;1.409221565;-1.0316;24.7721454953993
12.6383237268169;10.816278467243;10.894509925127;0.195107018821406;1.282621519;0.8478;24.0584171077672
12.6102460150719;10.8142465802113;10.9109113480926;0.475946290380966;1.260814486;1.2679;24.9199354010487
12.615320495522;10.8976201100084;10.9266619431742;0.619464235894485;0.901716108;2.6946;24.8580613005053
12.6575898444116;11.0013372716651;10.9323675372489;0.452984768203067;1.154338719;-3.1275;24.0083175077543
12.648953716779;10.8885109769084;10.9973393021388;0.511910796040088;0.999259209;-2.0246;24.3142008044429
12.6593010990947;10.934147790817;10.9769365321088;0.483301350177342;1.142945889;2.8484;24.2140943521223
12.6729974515761;10.8820164531074;10.9103876120564;0.26904597905626;0.754738235;-0.4616;23.9956053480798
12.6926823502528;10.9244888721957;10.9575786940742;0.164269397687605;1.38143362;-2.0322;23.8080352855999
12.7069773622875;10.942465530771;11.0361533451491;0.244828853969953;1.289324817;-0.4733;23.6978442425302
12.7269180788253;11.5207927550466;11.8421235635402;0.569749934166774;0.952912451;-2.6997;23.2050328438716
12.7203413948433;10.9563732808709;11.0072726694549;0.739079797285773;0.917487213;-2.6596;23.390566795112
12.7464435645408;10.9677414772293;11.0659383605542;0.774361299334275;1.187620402;0.9747;22.8639484878755
12.7549059554992;10.9167407352235;11.1092919642542;0.455137084391215;1.069077327;-1.6089;22.7760536693256
12.7520866647037;11.0109006187806;11.0716156307189;0.555912763553501;1.481438321;-1.442;23.0396074019106
12.7719842519614;10.9663819462564;11.072488102594;0.639425561094125;1.239166112;-0.7089;22.7019003845964
12.7646790229939;10.9507820291778;11.0992137938501;0.722949261741259;1.344740996;-0.3494;22.9834380617938
12.7754600491062;11.0095365604672;11.1082184464103;0.711900649802753;1.401073416;-4.497;22.8748351036963
12.8065855198317;10.9945866304368;11.1141202131909;0.52327267148904;1.677293365;1.7079;22.4076320217657
12.818170749748;11.0428598047743;11.2239391411834;0.419039528405382;1.556635137;-1.8989;22.3668193187546
12.8099865452238;11.0419595987882;11.2106081484636;0.314322517058893;1.579383865;-1.5198;22.803657763003
12.8293410140792;11.0228252464445;11.1023089770543;0.574840115637767;1.807356083;2.0143;22.6270583782523
12.8190124967789;11.0298885898136;11.1952429698738;0.649750651487777;1.072052583;8.8854;22.92784909647
12.8185918272602;11.0493509457766;11.1514764302629;0.419097075758229;1.463796066;0.8921;23.1577953550418
12.8387545366567;11.0225374367652;11.1716454906256;0.464399503418493;1.298812447;0.2464;22.8578941709633
12.8518463955307;11.1188312746835;11.1307622600024;0.325158830807569;1.573248507;2.0098;22.8391345893691
12.8501988027671;11.0740532285804;11.180755006124;0.285879683912741;1.788433413;-2.6931;23.2004890735999
12.8638408082976;11.0786952699537;11.2323785152567;0.289397557795636;1.36566675;-4.0787;23.1038719745125
12.8857474187254;11.1199462560263;11.2240920568534;0.142923117012918;1.659230933;5.1481;22.9267188286312
12.8665191072556;11.1404116177935;11.1808355451151;0.581908907378915;1.124749865;2.7874;23.4906225035505
12.8989577100038;11.1192209224341;11.1869119456047;0.413244733834718;1.091028583;6.4774;22.8825319590775
12.8951250524121;11.1279978220957;11.1659108918338;0.349020620884123;0.932954673;3.1407;23.0974658597481
12.9203775991864;11.1374931778931;11.19979075997;0.584361425651258;1.147725019;-1.5225;22.6368310820374
12.9422561545174;11.1473893275686;11.2091572590878;0.614855346105592;0.942572881;0.1819;22.2084980290244
12.9085567571417;11.1264627489421;11.2313603688138;0.689767471507841;0.481460288;-0.1556;22.9035328920268
12.9364226624706;11.1606414729438;11.2268581677194;0.579115612495372;0.979858858;-0.5585;22.3512701673623
12.9304401822138;11.1883659591529;11.2086691358183;0.544440379931685;1.462156832;0.6792;22.6870291057035
12.9319868494834;11.1515655141341;11.2783813731224;0.615170072956504;1.512898283;-0.48;22.8312851056125
12.9705635979502;11.184638179637;11.3052839099252;0.585835063192996;1.659127641;-2.7767;22.1802046723811
12.9475847467707;11.1989868018292;11.1619316651131;0.439354849141699;1.557113192;-2.7085;22.9546858222679
12.9701001204365;11.2054865822956;11.1873827893373;0.402876773013227;1.474333923;0.3997;22.686208776302
13.0066329877168;11.3083169722664;11.2819515918058;0.491926083458382;1.309350349;0.2471;22.0550493802262
12.9955008989947;11.209297382439;11.3286025185768;0.423212382660778;1.637891931;1.4925;22.5504586563179
13.0060342736147;11.2629610255156;11.2992937210686;0.528996060581908;1.25164727;6.7053;22.4681034928403
13.0273054681279;11.2626634508573;11.3122895571231;0.184400247593914;1.625174623;3.6667;22.3028327724886
13.0243190594321;11.2464301811719;11.2850721520288;0.444884802127428;1.797184579;3.8663;22.6640429845196
13.0227227458306;11.3081940792281;11.2909788457844;0.469802004142931;0.891969585;-3.2879;22.7987088260342
13.0415903680824;11.3210758367486;11.3269639720788;0.559141568767205;0.742619294;-4.3953;22.4123475542459
13.0314330272235;11.293369291277;11.6890546272146;0.484485217721155;2.185559583;4.1656;22.9390804019331
13.0465250395331;11.2478334142802;11.344087344765;0.745194042671818;1.903276015;1.1948;22.8384980483888
13.0594621469879;11.3661589269011;11.3225408944029;0.275790603325145;2.304777959;1.3012;23.0089621898806
13.0628508243867;11.3196640879712;11.3552615594634;0.529307281562541;0.665680866;-0.1903;22.9558911562724
13.0418519117765;11.3396255469168;11.347948931055;0.8528232122223;0.88493691;-2.6573;23.4489780416295
13.0668749878182;11.3071813209286;11.3380614256073;0.611945018820115;0.993995581;-4.2967;22.9509372742729
13.0683595112546;11.382134220654;11.2972075969715;0.513173519053157;1.467014871;-0.6779;23.1494465655974
13.0399960168786;11.3524510298976;11.3369577149976;0.668972452303609;1.615102898;0.4507;24.0421177522557
13.0768069239311;11.3665660722352;11.3472211791964;0.164413354171192;2.457261435;-0.5769;23.7071150208149
13.0755640649692;11.4698779338608;11.4020003171133;0.45490819029167;1.442708587;1.5345;23.9831807246208
13.1025450357636;11.4534915213371;11.3364597117413;0.68984058735282;3.363620229;2.3495;23.9858840518867
13.0971968997546;11.3978381273726;11.3745899165254;0.4091691881453;1.523022786;4.2437;24.3862139910096
13.080637519688;11.413940799105;11.4343143837929;0.454530547464878;2.243596416;2.9996;25.2310723520519
13.0960337854673;11.3462907554553;11.3432076588028;0.605232466972314;3.157242584;2.2651;25.4763656277731
13.0956480251455;11.4016778962433;11.3130874121211;0.965736581073436;1.00812962;-1.9211;25.5124778508902
13.0835172799332;11.4006647247235;11.4032834315534;1.05926222482425;4.043513868;6.1413;26.5859316518611
13.1249475691412;11.4004784212313;11.3719531096044;1.25279904053885;5.233411405;10.584;26.5147582578301
13.1060822633104;11.4486380281569;11.3739183832797;0.651968370749298;0.656622781;-3.3965;27.0346892025883
13.0929572168997;11.426929983443;11.392359779276;0.793131807015531;3.681318244;0.1016;28.1831842247717
13.101255029485;11.4557148265023;11.3682122958814;1.05895795496566;1.785863575;1.3095;28.1674988354111
13.1212477838551;11.4479830267276;11.3839050442069;0.774391944350537;4.414375259;2.9359;28.6188656807633
13.1126882888838;11.4073505154843;11.3631951908539;0.424913333039672;3.466621266;8.644;29.7469994976893
13.1470272085849;11.3928964835175;11.3902481225853;0.659878823347381;5.402235117;10.25;30.0974696121056
13.1525814639084;11.5407500144666;11.3342290819319;0.809179672719699;0.557582651;-1.5685;29.8932924603431
13.1338745790343;11.4644319140405;11.3370437366192;0.954557833594702;0.824109298;-3.5832;30.4409385521581
13.1403910049085;11.8255532715039;11.4419852425522;0.785267409977357;3.354254004;1.1731;31.0996508902059
13.1235389368562;11.5484754339618;11.4521074176835;0.995699821555072;3.722709043;3.2586;32.5012021419128
13.1397881294191;11.5490617031915;11.3677053230691;0.739245899765673;1.339702189;-2.7377;32.2017514004027
13.149807773463;11.5191075356138;11.3885197465387;0.362809839248522;0.582168972;-6.6324;31.9743618115333
13.1441147378475;11.5105554890573;11.385079725324;0.551985458907323;1.083977405;-3.8632;32.3500676911356
13.1482063887124;11.4999962394513;11.3800314108443;0.833092999443415;2.252528279;-1.0422;32.6932576654001
13.1899785154236;11.4961514761825;11.392483002956;0.618963575927673;0.928118585;-3.3207;31.4701638989865
13.1737898966964;11.5643467597493;11.399139483596;0.67436188778817;1.620295431;-4.9951;32.314743298116
13.1915026263001;11.53251528657;11.3092945824652;0.644892538089829;1.973649708;-2.3551;32.2046213269376
13.1738227768128;11.5531581281673;11.3627034787014;0.199902664124684;1.809991229;1.608;33.3400722662517
13.1651929486458;11.4917038838776;11.7326124068044;0.2491887751647;1.63407924;-2.2488;34.0425033237447
13.1841343894358;11.6152817636663;11.335541957539;0.124594321994132;1.856642084;4.4627;34.0324321928355
13.2136484098833;11.6678517613667;11.3244692475711;0.125306477383319;1.522697568;0.0918;33.5657796700121
13.2326276630051;11.5042197236868;11.4020438982848;0.105684171191075;1.388380196;-4.4515;33.3739870308652
13.2239891310236;11.5695700141894;11.3919175981902;0.169234005415946;1.109813313;-2.9211;34.0107569428444
13.242159614446;11.577101996821;11.4152917409893;0.182807433406672;1.683835548;0.604;33.927012552099
13.2175573333297;11.5423553514622;11.4219797470629;0.0819909998026056;1.045485421;0.4257;35.1280378006197
13.2556165025665;11.6146225792236;11.4028166011272;0.36307595927345;1.442057706;2.087;34.2167562717203
13.2662534370983;11.6095808965471;11.4252366875869;0.0389796833232645;1.236240447;3.0132;34.2920118195292
13.2587629857321;11.562991314635;11.3831584714185;0.394350789774281;1.105561526;-2.9974;34.8247911596914
13.2721525152266;11.5946692481117;11.4940901528144;0.394882386699318;1.401714627;-1.609;34.7240927926046
13.2530545440052;11.6051569626261;11.4629501106131;0.279912495962638;1.093133648;-0.1841;35.7061619246082
13.2535717404662;11.5816270864771;11.4782946220499;0.409189346741006;1.188461609;1.3019;35.9831154638408
13.2708054913026;11.5667399299743;11.6874743960873;0.224616104039298;0.996331343;1.9492;35.6172874840167
13.29175129331;11.6059873370757;11.6365891228503;0.265329032221861;1.092383736;0.4832;35.1609605961295
